NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,11,NA,[2.416200000000231],98,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.416200000000231],NA,765.8956000000002,NA,NA,NA,770.8023000000004,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,11,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0305_i_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,97,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,12,NA,[],94,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,770.8090000000001,NA,NA,NA,775.5892000000002,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,12,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0299_v1_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.2862000000001217],2025-07-16_08h12.00.408,93,NA,[2.2862000000001217],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,13,NA,[],7,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,775.599,NA,NA,NA,780.3023000000004,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,13,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0026_v4_5_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.2169000000003507],2025-07-16_08h12.00.408,6,NA,[2.2169000000003507],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,14,NA,[5.983399999999847],26,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[5.983399999999847],NA,780.3069,NA,NA,NA,788.7862000000002,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,14,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0109_avr_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,25,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,15,NA,[2.368000000000052],27,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.368000000000052],NA,788.7962000000003,NA,NA,NA,793.6546000000002,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,15,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0210_v1_4_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,26,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,16,NA,[],85,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,793.6636000000002,NA,NA,NA,798.6867000000003,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,16,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0098_v4_4_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.5335000000000036],2025-07-16_08h12.00.408,84,NA,[2.5335000000000036],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,17,NA,[1.8496999999996433],39,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.8496999999996433],NA,798.6974,NA,NA,NA,803.0361000000001,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,17,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0305_i_4_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,38,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,18,NA,[],63,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,803.0439,NA,NA,NA,810.3877000000003,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,18,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0014_iii_1_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.850099999999657],2025-07-16_08h12.00.408,62,NA,[4.850099999999657],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,19,NA,[],120,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,810.3947000000003,NA,NA,NA,816.5699,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,19,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0558_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.6832999999998037],2025-07-16_08h12.00.408,119,NA,[3.6832999999998037],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,20,NA,[1.382799999999861],58,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.382799999999861],NA,816.5802000000003,NA,NA,NA,820.4529,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,20,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0481_avr_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,57,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,21,NA,[2.118299999999863],97,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.118299999999863],NA,820.4571000000002,NA,NA,NA,825.0716000000002,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,21,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0302_v5_6_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,96,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,22,NA,[],77,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,825.0798000000004,NA,NA,NA,831.4383000000004,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,22,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.868299999999863],2025-07-16_08h12.00.408,76,NA,[3.868299999999863],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,23,NA,[2.3336000000000467],110,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.3336000000000467],NA,831.4421000000002,NA,NA,NA,836.2718000000003,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,23,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0467_v5_6_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,109,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,24,NA,[4.833700000000135],114,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.833700000000135],NA,836.2818000000004,NA,NA,NA,843.6040000000002,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,24,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_iii_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,113,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,25,NA,[],80,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,843.6150000000001,NA,NA,NA,850.2544,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,25,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0064_avr_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.149999999999977],2025-07-16_08h12.00.408,79,NA,[4.149999999999977],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,26,NA,[1.8337999999997692],51,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.8337999999997692],NA,850.2643000000004,NA,NA,NA,854.5874,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,26,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0467_v5_6_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,50,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,27,NA,[],67,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,854.5971000000002,NA,NA,NA,858.8367000000003,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,27,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0025_v4_4_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.7495000000000118],2025-07-16_08h12.00.408,66,NA,[1.7495000000000118],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,28,NA,[],1,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,858.8409,NA,NA,NA,863.6205000000001,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,28,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0014_iii_1_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.283300000000281],2025-07-16_08h12.00.408,0,NA,[2.283300000000281],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,29,NA,[],86,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,863.6253000000004,NA,NA,NA,867.8202000000003,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,29,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0105_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.699399999999855],2025-07-16_08h12.00.408,85,NA,[1.699399999999855],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,30,NA,[2.021800000000326],57,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.0218999999999596],NA,867.8243000000003,NA,NA,NA,872.3257000000003,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,30,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0481_avl_4_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,56,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,31,NA,[3.065499999999929],119,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.065499999999929],NA,872.3360000000001,NA,NA,NA,877.8869,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,31,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0491_i_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,118,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,32,NA,[1.5326999999997497],56,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.5326999999997497],NA,877.8912000000003,NA,NA,NA,881.9037000000003,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,32,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_v6_1_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,55,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,33,NA,[1.8170000000000073],96,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.8170000000000073],NA,881.9089,NA,NA,NA,886.2209,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,33,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0302_ii_3_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,95,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,34,NA,[2.9534999999999627],95,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.9534999999999627],NA,886.2256000000002,NA,NA,NA,891.6745000000001,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,34,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0300_v1_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,94,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,35,NA,[1.6662000000002308],32,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.6662000000002308],NA,891.6849,NA,NA,NA,895.8376000000002,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,35,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_avr_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,31,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
﻿-0.425,NA,NA,1,355703,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,36,NA,[1.8003999999999678],35,NA,NA,687750a51886394f5610ce4c,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-16_08h11.47.358,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.8003999999999678],NA,895.8419,NA,NA,NA,900.1384,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Linux x86_64,ECG_X_EXP1_m1_JT,NA,NA,36,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0299_v1_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-16_08h12.00.408,34,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,8
